"","original_title","id","Drama","Comedy","Thriller","Action","Romance","Adventure","Crime","Science Fiction","Horror","Family","Fantasy","Mystery","Animation","History","War","Music","Documentary","Western","Foreign","TV Movie"
"2259","Cheaper by the Dozen 2",9641,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2260","Fun with Dick and Jane",7552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2261","Keeping Mum",9687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2262","The New World",11400,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2263","Banlieue 13",10045,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2264","BloodRayne",168705,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2265","Hostel",1690,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2266","Tristan & Isolde",9044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2267","Last Holiday",17379,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2268","Hoodwinked!",10982,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2269","Underworld: Evolution",834,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2270","千里走单骑",14226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2271","Revolution",12701,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"2272","Bandidas",1969,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2273","Annapolis",13275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2274","Big Momma's House 2",11565,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2275","Nanny McPhee",11283,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2276","Final Destination 3",9286,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2277","Dave Chappelle's Block Party",292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2278","Troll",33061,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2279","Curious George",9975,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2280","Firewall",9754,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2281","When a Stranger Calls",10053,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2282","Tamara",10263,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2283","Freedomland",9959,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2284","Winter Passing",14256,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2285","Eight Below",9036,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2286","Date Movie",10073,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2287","Running Scared",7304,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2288","Madea's Family Reunion",16781,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2289","Ultraviolet",9920,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2290","Just My Luck",10025,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2291","Pulse",9682,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2292","16 Blocks",2207,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2293","Failure to Launch",6877,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2294","Ice Age: The Meltdown",950,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2295","V for Vendetta",752,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2296","She's the Man",9655,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2297","Thank You for Smoking",9388,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2298","Find Me Guilty",9950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2299","Inside Man",388,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300","Tsotsi",868,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2301","Aquamarine",14191,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2302","Leprechaun 2",18009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2303","Laitakaupungin valot",1379,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2304","The Hills Have Eyes",9792,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2305","The Shaggy Dog",10067,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2306","Son of the Pink Panther",46828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2307","Das Leben der Anderen",582,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2308","Take the Lead",12763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2309","Lucky Number Slevin",186,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2310","Volver",219,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2311","Akeelah and the Bee",13751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2312","Stay Alive",10069,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2313","Basic Instinct 2",3093,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2314","Brick",9270,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2315","ATL",13960,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2316","Renaissance",9389,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"2317","Friends with Money",8998,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2318","Scary Movie 4",4257,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2319","Hard Candy",2652,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2320","Pinocchio and the Emperor of the Night",39045,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2321","The Sentinel",5820,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2322","The Wild",9904,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2323","Silent Hill",588,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2324","Batalla en el cielo",17247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2325","American Dreamz",9310,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2326","ต้มยำกุ้ง",8982,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2327","Mission: Impossible III",956,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2328","RV",9530,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2329","United 93",9829,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"2330","Down in the Valley",7870,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2331","Over the Hedge",7518,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2332","Poseidon",503,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2333","The Da Vinci Code",591,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2334","X-Men: The Last Stand",36668,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2335","The Break-Up",9767,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2336","Twelve and Holding",18164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2337","Cars",920,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2338","The Lost City",9700,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2339","Standing Still",14167,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2340","The Omen",806,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2341","Nacho Libre",9353,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2342","The Lake House",2044,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2343","Click",9339,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2344","The Devil Wears Prada",350,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2345","Pirates of the Caribbean: Dead Man's Chest",58,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2346","You, Me and Dupree",1819,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2347","Clerks II",2295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2348","Lady in the Water",9697,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2349","Marie Antoinette",1887,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2350","Who Killed the Electric Car?",13508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2351","An Inconvenient Truth",1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2352","The Fast and the Furious: Tokyo Drift",9615,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2353","Superman Returns",1452,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2354","Little Miss Sunshine",773,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2355","Curse of the Pink Panther",36576,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2356","Babel",1164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2357","Little Man",9072,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2358","Monster House",9297,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"2359","Snakes on a Plane",326,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2360","Scoop",512,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2361","Talladega Nights: The Ballad of Ricky Bobby",9718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2362","Night at the Museum",1593,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2363","World Trade Center",1852,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2364","Stranger Than Fiction",1262,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2365","Miami Vice",82,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2366","The Pursuit of Happyness",1402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2367","John Tucker Must Die",9293,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2368","The Ant Bully",9906,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"2369","Mrs Palfrey at The Claremont",47880,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2370","Crank",1948,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2372","Chaos",5289,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2373","Barnyard",9907,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2374","Step Up",9762,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"2375","Zoom",14113,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2376","Bon Cop Bad Cop",15049,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2377","Half Nelson",7859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2378","Tideland",11559,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2379","Accepted",9788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2380","The Illusionist",1491,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2381","The Queen",1165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2382","Beerfest",9988,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2383","The Wicker Man",9708,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2384","Crossover",14351,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2385","The Quiet",9813,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2386","The Wind That Shakes the Barley",1116,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"2387","The Covenant",9954,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"2388","Sherrybaby",13075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2389","Idiocracy",7512,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2390","The Fountain",1381,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2391","La science des rêves",300,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2392","Tau man ji D",16411,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2393","The Black Dahlia",9676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2394","Gridiron Gang",9766,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2395","Apocalypto",1579,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2396","Flyboys",9664,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"2397","Jackass Number Two",12094,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2398","All the King's Men",1717,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2399","Conversations with Other Women",15624,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2400","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2401","El laberinto del fauno",1417,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"2402","The Guardian",4643,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2403","Open Season",7484,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2404","School for Scoundrels",9842,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2405","The Departed",1422,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2406","Employee of the Month",9794,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2407","Stormbreaker",9978,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2408","Running with Scissors",7510,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2409","The Grudge 2",1975,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2410","Man of the Year",9895,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2411","The Marine",8975,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2412","Infamous",9672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2413","One Night with the King",15005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2414","Little Children",1440,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2415","Facing the Giants",18925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2416","The Last King of Scotland",1523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2417","Shortbus",1378,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2418","Children of Men",9693,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2419","The Prestige",1124,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2420","Flags of Our Fathers",3683,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"2421","Flicka",14012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2422","9 рота",14097,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"2423","Saw III",214,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2424","Death of a President",21173,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"2425","Flushed Away",11619,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2426","Perfume: The Story of a Murderer",1427,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2427","The Santa Clause 3: The Escape Clause",13767,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2428","A Good Year",9726,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2429","The Return",10093,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2430","For Your Consideration",14799,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2431","Casino Royale",36557,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2432","Happy Feet",9836,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2433","Let's Go to Prison",9809,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2434","Déjà Vu",7551,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2435","The Holiday",1581,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2436","Snow Cake",313,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2437","Harsh Times",7873,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2438","Tenacious D in The Pick of Destiny",2179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2439","Blood Diamond",1372,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2440","Charlotte's Web",9986,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2441","Eragon",2486,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2442","Rocky Balboa",1246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2443","Fur: An Imaginary Portrait of Diane Arbus",18615,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2444","Another Gay Movie",12795,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2445","We Are Marshall",11170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2446","The Good Shepherd",1247,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2447","Dreamgirls",1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2448","Freedom Writers",1646,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2449","The History Boys",8618,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2450","Notes on a Scandal",1259,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2451","DOA: Dead or Alive",9053,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2452","The Good German",182,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"2453","Letters from Iwo Jima",1251,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2454","Black Christmas",9656,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2455","Happily N'Ever After",5393,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
"2456","Code Name: The Cleaner",14396,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2457","Stomp the Yard",1931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2458","Miss Potter",13967,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2459","Arthur et les Minimoys",9992,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"2460","The Hitcher",8398,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2461","Bridge to Terabithia",1265,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2462","Waitress",10758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2463","Catch and Release",13668,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2464","Smokin' Aces",7516,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2465","Epic Movie",9760,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2466","The Messengers",9966,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2467","Hannibal Rising",1248,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2468","Norbit",9757,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2469","Ratatouille",2062,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"2470","Paris, je t'aime",2266,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2471","The Astronaut Farmer",5172,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2472","It's a Boy Girl Thing",37725,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2473","Indigènes",2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"2474","Unknown",9828,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2475","Trailer Park Boys: The Movie",9958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2476","Ghost Rider",1250,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2477","Daddy's Little Girls",16555,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2478","Music and Lyrics",11172,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2479","The Number 23",3594,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2480","Reno 911!: Miami",10090,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2481","Black Snake Moan",7874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2482","Kidulthood",13185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2483","Hot Fuzz",4638,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2484","Next",1738,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2485","Romanzo criminale",14375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2486","Wise Guys",31659,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2487","Zodiac",1949,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2488","Zyzzyx Road",41393,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2489","300",1271,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2490","Starter for 10",14055,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2491","괴물",1255,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2492","Becoming Jane",2977,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2493","The Namesake",16727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2494","I Think I Love My Wife",14434,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2495","Premonition",9963,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2496","Dead Silence",14001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2497","Reign Over Me",2355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2498","Shooter",7485,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2499","TMNT",1273,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2500","Zwartboek",9075,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2501","The Lookout",8270,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2502","The Reaping",1683,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2503","Meet the Robinsons",1267,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2504","Seraphim Falls",13249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2505","Sunshine",1272,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2506","The Hoax",9903,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2507","Goya's Ghosts",11515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2508","Perfect Stranger",7183,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2509","Disturbia",8271,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2510","Pathfinder",1534,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2511","Slow Burn",18777,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
